PORADI,ID_NALEZ,DRUH,CESKE_JMENO,KAT_TAX,AUTOR,DATUM_OD,DATUM_DO,CAS,ID_LOKAL,NAZ_LOKAL,SITMAP,KATASTR,X,Y,ZDROJ,NEGATIV,POCET,ODHAD,POCITANO,REL_POC,METOD_SB,POKRYVN,PATROVITOST,FENOFAZE,KODHN,ETOLOGIE,KOMPLETNI_SEZNAM,POZNAMKA,UMIST_NAL,POP_BIOT,TAX_POZN,PROJEKT,DAT_SADA,ZAPSAL,VEROH,VALIDACE,VAL_POZN,GARANCE,GAR_POZN,VYHLASKA,EVD,REDLIST,STRUKT_POZN,CXLOKAL_POZN,CXLOKAL_Z,CXPRESNOST,DATI_INSERT,DATI_UPDATE,UPDATOR,KOD,ALP,ATL,BLS,BOR,CON,MAC,MED,PAN,STE,MATL,MBAL,MBLS,MMAC,MMED,REGION_CHK,CNTRY_CHK,row_n,range_Pnau,range_Ptel,range_both,IMPUTED,POSITIVE,YEAR,EVL,EVL_target,EVL_comb,MZCHU,PROTECT,PLANT_QUANT,PLANT_QUAL,TTP,PRIKOP,ZARUST,JINY,LandUseChange,Abandonment,HarmfulMow,HarmfulGrazing,GrazingByeffects,FertilizerUse,Afforestation,Invasives,NativeDominants,AbioticNaturalProcesses,Encroachment,BiomassAccumulation,Eutrophization,None,METHOD,TIMING,MOW,GRAZE,GRAZE_MET,MANAGEMENT_HET,OVERALL,SPEC_NUM,SUM_THREATS,HET_INN,SEGMENT_ID,BIOTOP,BIOTOP_SEZ,FSB,FSB_EVAL,HABITAT,STEJ_PR,SHAPE_Area,AREA_real,LENGTH_real,REPRE,ZACH,AREA_SITE,HET_OUT,NATURAL
6750,48054050,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190815,20190815,NA,7187646,6575c12,6575,Hutisko,-47959525,-114571681,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, Seč celoplošná: ne, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná, Negativní vlivy na lokalitě: pastva",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,506,1,NA,1,FALSE,0,2019,1,0,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,1,0,0,0,1,2710788,NA,-1 (100),-,-,NA,NA,2108642.51183,0,0,NA,NA,0,1,0
6751,48054049,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190822,20190822,NA,7187645,6575c13,6575,Hutisko,-48021296,-114708864,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, Seč celoplošná: ne, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,506,1,NA,1,FALSE,0,2019,1,0,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,1,0,0,0,1,14780386,NA,X10 (100),X,X,NA,NA,36887.2940039,0,0,NA,NA,0,1,0
6752,48054048,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190815,20190815,NA,7187644,6575c14,6575,Solanec pod Soláněm,-47815297,-114567277,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,3,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,"pomer: 1:2, na vetsine uzemi spatny management",NA,"TTP s pravidelným managementem,příkop u komunikace",NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, Seč celoplošná: ne, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: neznámá, Negativní vlivy na lokalitě: pastva,sečení,eutrofizace",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,506,1,NA,1,FALSE,1,2019,1,0,0.5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,1,0,0,0,2,2710776,T1.1,T1.1 (100),T,T,6510,100,2129.05627089,0,0,NA,NA,0,1,1
6753,48054047,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190815,20190815,NA,7187643,6575c2,6575,Prostřední Bečva,-47686346,-114604257,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,2,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,pomer: 1:1,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ne, sta_pritomnostrostlin: hojně, Perspektiva lokality: neznámá, Negativní vlivy na lokalitě: sečení,eutrofizace",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,506,1,NA,1,FALSE,1,2019,1,0,0.5,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,NA,1,1,0,0,1,14900001,NA,-1 (100),-,-,NA,NA,2822382.29212,0,0,NA,NA,0,1,0
6754,48054046,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190815,20190815,NA,7187642,6575c3,6575,Prostřední Bečva,-47823875,-114481456,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,506,1,NA,1,FALSE,0,2019,1,0,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,1,0,0,0,1,2710376,NA,X5 (100),X,X,NA,NA,67322.6392522,0,0,NA,NA,0,1,0
6755,48054045,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190815,20190815,NA,7187641,6575c4,6575,Prostřední Bečva,-47753535,-11452257,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: neznámá",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,506,1,NA,1,FALSE,0,2019,1,0,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,1,0,0,0,1,14900001,NA,-1 (100),-,-,NA,NA,2822382.29212,0,0,NA,NA,0,1,0
6756,48054044,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190815,20190815,NA,7187640,6575c5,6575,Prostřední Bečva,-47732636,-114532598,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,6,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,pomer: 1:2,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, sta_pritomnostrostlin: hojně, Perspektiva lokality: neznámá, Negativní vlivy na lokalitě: sečení,vývoj biocenózy, sukcese všeobecně,odvodňování, meliorace,vysychání (mokřadního ekosystému)",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,506,1,NA,1,FALSE,1,2019,1,0,0.5,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,NA,1,0,0,1,1,14900001,NA,-1 (100),-,-,NA,NA,2822382.29212,0,0,NA,NA,0,1,0
6757,48054043,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190815,20190815,NA,7187639,6575c6,6575,Vigantice,-48087151,-114400321,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,506,1,NA,1,FALSE,0,2019,1,0,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,1,0,0,0,1,2710129,L3.3B,L3.3B (100),L,L,9170,100,24673.2654048,0,0,NA,NA,0,1,1
6758,48054042,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190815,20190815,NA,7187638,6575c7,6575,Hutisko,-48011202,-114544584,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: neznámá",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,506,1,NA,1,FALSE,0,2019,1,0,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,1,0,0,0,1,2710991,T1.1,T1.1 (100),T,T,6510,100,4917.88104804,0,0,NA,NA,0,1,1
6759,48054041,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190815,20190815,NA,7187637,6575c9,6575,Hutisko,-48022641,-114605173,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,506,1,NA,1,FALSE,0,2019,1,0,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,1,0,0,0,1,2710788,NA,-1 (100),-,-,NA,NA,2108642.51183,0,0,NA,NA,0,1,0
6807,48053993,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190731,20190731,NA,7187589,6575c1,6575,Prostřední Bečva,-47769373,-114546442,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,4,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,vhodne nastavit cileny management,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, sta_pritomnostrostlin: hojně, Perspektiva lokality: neznámá",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,506,1,NA,1,FALSE,1,2019,1,0,0.5,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,NA,0,0,0,0,1,14900001,NA,-1 (100),-,-,NA,NA,2822382.29212,0,0,NA,NA,0,1,0
6821,48053979,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190811,20190811,NA,7187575,6575a11,6575,Dolní Bečva,-48008028,-114379423,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,506,1,NA,1,FALSE,0,2019,1,0,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,1,0,0,0,1,2710293,NA,-1 (100),-,-,NA,NA,578656.037069,0,0,NA,NA,0,1,0
6822,48053978,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190811,20190811,NA,7187574,6575a12,6575,Dolní Bečva,-479734,-114348608,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,506,1,NA,1,FALSE,0,2019,1,0,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,1,0,0,0,1,15590745,NA,-1 (100),-,-,NA,NA,1002081.92422,0,0,NA,NA,0,1,0
7365,48053377,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190815,20190815,NA,7187012,6575c8,6575,Hutisko,-48001007,-114543104,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, Seč celoplošná: ne, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná, Negativní vlivy na lokalitě: pastva",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,506,1,NA,1,FALSE,0,2019,1,0,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,1,0,0,0,1,2710788,NA,-1 (100),-,-,NA,NA,2108642.51183,0,0,NA,NA,0,1,0
5303,50258043,Phengaris nausithous,modrásek bahenní,Motýli,Spitzer Lukáš,20200814,20200814,NA,7774818,6576c2,6576,Horní Bečva,-47070036,-114831384,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,4,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,pomer: 1:1,NA,"příkop u komunikace,TTP s pravidelným managementem",NA,Monitoring druhů ČR,Monitoring druhů ČR,Spitzer Lukáš,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ne, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: neznámá, Negativní vlivy na lokalitě: sečení,eutrofizace",NA,NA,1,20210215,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,507,1,NA,1,FALSE,1,2020,1,0,0.5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,NA,1,1,0,0,2,14750419,NA,X1 (100),X,X,NA,NA,1492.39940268,0,0,NA,NA,0,1,0
5304,50258041,Phengaris nausithous,modrásek bahenní,Motýli,Spitzer Lukáš,20200814,20200814,NA,7774817,6576c1,6576,Bílá,-4677485,-11482111,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"TTP s pravidelným managementem,příkop u komunikace",NA,Monitoring druhů ČR,Monitoring druhů ČR,Spitzer Lukáš,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, Seč celoplošná: ano, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: neznámá, Negativní vlivy na lokalitě: sečení",NA,NA,1,20210215,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,507,1,NA,1,FALSE,0,2020,1,0,0.5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,0,0,0,2,14980581,T1.1,T1.1 (100),T,T,6510,100,36163.3184582,0,0,NA,NA,0,1,1
5323,50257987,Phengaris nausithous,modrásek bahenní,Motýli,Spitzer Lukáš,20200803,20200803,NA,7774794,6676a1,6676,Velké Karlovice,-46720661,-115309608,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,2,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,pomer: 1:1,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Spitzer Lukáš,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ne, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná, Negativní vlivy na lokalitě: sečení",NA,NA,1,20210215,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,507,1,NA,1,FALSE,1,2020,1,0,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,NA,1,1,0,0,1,14140059,NA,X1 (100),X,X,NA,NA,31743.7781942,0,0,NA,NA,0,1,0
6796,48054004,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190731,20190731,NA,7187600,6575d1,6575,Horní Bečva,-47143131,-114849053,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,12,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,"pomer: 1:1, sjezdovka,je treba dpdrzet prvni koseni do pulky cervna",NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: neznámá, Negativní vlivy na lokalitě: sečení,sešlapávání, nadměrné využívání",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,507,1,NA,1,FALSE,1,2019,1,0,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,1,0,0,0,1,14750104,T1.1,T1.1 (100),T,T,6510,100,5471.7584867,0,0,NA,NA,0,1,1
6797,48054003,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190731,20190731,NA,7187599,6575d2,6575,Horní Bečva,-47144917,-114810635,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,2,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,pomer: 0:2,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná, Negativní vlivy na lokalitě: pastva",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,507,1,NA,1,FALSE,1,2019,1,0,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,1,14750222,NA,X1 (100),X,X,NA,NA,6644.54739553,0,0,NA,NA,0,1,0
6798,48054002,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190731,20190731,NA,7187598,6575d3,6575,Horní Bečva,-47179824,-114824987,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,2,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, sta_pritomnostrostlin: jednotlivě",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,507,1,NA,1,FALSE,1,2019,1,0,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,NA,0,0,0,0,1,14750210,T1.1,T1.1 (100),T,T,6510,100,26383.4203209,0,0,NA,NA,0,1,1
6799,48054001,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190731,20190731,NA,7187597,6575d4,6575,Horní Bečva,-47221683,-114861116,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"sta_pritomnostrostlin: jednotlivě, Negativní vlivy na lokalitě: sečení",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,507,1,NA,1,FALSE,0,2019,1,0,0.5,0,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,14750072,T1.1,T1.1 (100),T,T,6510,100,20063.923498,0,0,NA,NA,0,1,1
6800,48054000,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190731,20190731,NA,7187596,6575d5,6575,Horní Bečva,-47232766,-114830518,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná, Negativní vlivy na lokalitě: sečení",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,507,1,NA,1,FALSE,0,2019,1,0,0.5,0,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,14750615,T1.1,"T1.1 (80), X1 (20)",moz.,moz.,6510,80,32539.0506902,0,0,NA,NA,0,2,1
6802,48053998,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190731,20190731,NA,7187594,6575d7,6575,Horní Bečva,-47343312,-114799016,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,sta_pritomnostrostlin: jednotlivě,NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,507,1,NA,1,FALSE,0,2019,1,0,0.5,0,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,14750284,T1.1,T1.1 (100),T,T,6510,100,61164.7146162,0,0,NA,NA,0,1,1
6803,48053997,Phengaris nausithous,modrásek bahenní,Motýli,Tomášek Václav,20190731,20190731,NA,7187593,6575d8,6575,Horní Bečva,-47374029,-114711734,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,sta_pritomnostrostlin: jednotlivě,NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,507,1,NA,1,FALSE,0,2019,1,0,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,1,14750380,T1.1,"X5 (50), T1.1 (40), T1.10 (10)",moz.,moz.,6510,40,100142.938226,0,0,NA,NA,0,3,1
7222,48053570,Phengaris nausithous,modrásek bahenní,Motýli,Papoušek Zdeněk,20190713,20190713,NA,7187189,6443b5,6444,Malý Malahov,-85230798,-108488403,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,"Stanoviszne pestra louka s pchacem a krvavcem, pravdepodobne celoplosne kosena, v dobe setreni nepokoseno",NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ne, sta_pritomnostrostlin: hojně, Perspektiva lokality: neznámá, Negativní vlivy na lokalitě: sečení",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,509,1,NA,1,FALSE,0,2019,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,NA,1,1,0,0,1,2032000,NA,-1 (100),-,-,NA,NA,20270884.9136,0,0,NA,NA,0,1,0
